Problem,Algorithm,GenNo,PopSize,Median-HV,IQR-HV,Median-spreads,IQR-spreads,Median-PFS,IQR-PFS
 xomoo2, SPEA2SC-100,17,100,140961329.6,1040918.045,0.718589498,0.066327957,100,0
 xomoo2, NSGAIISC-1024,17,100,140868304.4,1204219.803,0.7150734,0.064409953,100,0
 xomoo2, NSGAIISC-100,17,100,141161285.4,1623138.949,0.694959323,0.033514718,100,0
 xomoo2, NSGAIISC-512,17,100,140612454.2,901266.6927,0.712355055,0.088233379,100,0
 xomoo2, SPEA2SC-1024,17,100,141024300.6,1603759.056,0.704834132,0.041734356,100,0
 xomoo2, NSGAIISC-2048,17,100,141083166.4,1672188.388,0.758697554,0.05499863,100,0
 xomoo2, SPEA2-normal,17,100,141357803.8,2136281.739,0.667913214,0.041597802,100,0
 xomoo2, SPEA2SC-8192,17,100,140690484.6,1746522.68,0.699532853,0.062782293,100,0
 xomoo2, SPEA2SC-4096,17,100,141230447.9,1979818.461,0.682057755,0.037617098,100,0
 xomoo2, SPEA2SC-2048,17,100,140902010.1,1819477.517,0.710903913,0.057001391,100,0
 xomoo2, SPEA2SC-10000,17,100,140954538.7,1209250.523,0.68493806,0.043468727,100,0
 xomoo2, NSGAIISC-10000,17,100,141009332.7,1105298.835,0.719700178,0.062327418,100,0
 MONRP_50_4_5_0_90, NSGAII-normal,17,100,497349.3742,12303.4925,0.627235297,0.046669574,100,0
 MONRP_50_4_5_0_90, NSGAIISC-8192,17,100,585818.6864,17063.352,0.613902254,0.051919871,100,0
 MONRP_50_4_5_0_90, SPEA2SC-512,17,100,630178.1047,20849.91143,0.554296304,0.041979543,100,0
 MONRP_50_4_5_0_90, NSGAIISC-4096,17,100,173275.4713,8498.478575,0.653873799,0.048650384,100,0
 MONRP_50_4_5_0_90, SPEA2SC-100,17,100,266554.7329,6925.946,0.567054784,0.057118962,100,0
 MONRP_50_4_5_0_90, NSGAIISC-1024,17,100,520743.3372,13676.5433,0.665475206,0.060714723,100,0
 MONRP_50_4_5_0_90, NSGAIISC-100,17,100,263203.125,7818.804425,0.628792301,0.068353146,100,0
 MONRP_50_4_5_0_90, NSGAIISC-512,17,100,633955.7132,24954.4016,0.631700421,0.054670385,100,0
 MONRP_50_4_5_0_90, SPEA2SC-1024,17,100,514967.1198,8508.8665,0.561242375,0.043742463,100,0
 MONRP_50_4_5_0_90, NSGAIISC-2048,17,100,374718.5265,10002.75338,0.652214222,0.049296094,100,0
 MONRP_50_4_5_0_90, SPEA2-normal,17,100,500006.9946,18215.91395,0.551090853,0.03628658,100,0
 MONRP_50_4_5_0_90, SPEA2SC-8192,17,100,586068.6373,14182.74568,0.553051151,0.051144174,100,0
 MONRP_50_4_5_0_90, SPEA2SC-4096,17,100,171405.192,5456.1393,0.566825924,0.075286002,100,0
 MONRP_50_4_5_0_90, SPEA2SC-2048,17,100,375632.9739,7893.466575,0.586742424,0.054992972,100,0
 MONRP_50_4_5_0_90, SPEA2SC-10000,17,100,522383.4563,19509.6023,0.553256055,0.038420347,100,0
 MONRP_50_4_5_0_90, NSGAIISC-10000,17,100,530538.4993,14067.6001,0.657200955,0.057604812,100,0
 MONRP_50_4_5_0_110, NSGAII-normal,17,100,589529.2101,13897.68223,0.646261084,0.054170479,100,0
 MONRP_50_4_5_0_110, NSGAIISC-8192,17,100,623699.1161,17898.09465,0.648227191,0.061066818,100,0
 MONRP_50_4_5_0_110, SPEA2SC-512,17,100,534949.7328,18934.93763,0.53634882,0.044294107,100,0
 MONRP_50_4_5_0_110, NSGAIISC-4096,17,100,177497.4082,5593.871425,0.644814006,0.069623606,100,0
 MONRP_50_4_5_0_110, SPEA2SC-100,17,100,444419.3452,19846.2166,0.557048261,0.041018683,100,0
 MONRP_50_4_5_0_110, NSGAIISC-1024,17,100,519635.8337,10451.98898,0.641806791,0.044820146,100,0
 MONRP_50_4_5_0_110, NSGAIISC-100,17,100,445652.3106,11043.35843,0.642039437,0.054175309,100,0
 MONRP_50_4_5_0_110, NSGAIISC-512,17,100,534884.9236,14748.8208,0.621458157,0.055203921,100,0
 MONRP_50_4_5_0_110, SPEA2SC-1024,17,100,523611.9661,10128.41543,0.560277108,0.053137286,100,0
 MONRP_50_4_5_0_110, NSGAIISC-2048,17,100,497822.5335,19518.84675,0.615870365,0.050542611,100,0
 MONRP_50_4_5_0_110, SPEA2-normal,17,100,582500.6405,16971.9571,0.531195918,0.054421137,100,0
 MONRP_50_4_5_0_110, SPEA2SC-8192,17,100,618936.4186,26845.86763,0.555832204,0.055148395,100,0
 MONRP_50_4_5_0_110, SPEA2SC-4096,17,100,178627.4013,6941.373325,0.551222809,0.042602904,100,0
 MONRP_50_4_5_0_110, SPEA2SC-2048,17,100,494402.5233,14133.7253,0.56933813,0.048292394,100,0
 MONRP_50_4_5_0_110, SPEA2SC-10000,17,100,253623.4275,5243.353725,0.584446135,0.035549686,100,0
 MONRP_50_4_5_0_110, NSGAIISC-10000,17,100,253047.977,7430.678675,0.652112367,0.080330622,100,0
 MONRP_50_4_5_4_90, NSGAII-normal,17,100,195146.8554,4196.48545,0.627371473,0.070434656,100,0
 MONRP_50_4_5_4_90, NSGAIISC-8192,17,100,317740.8724,9070.6823,0.636873497,0.040081348,100,0
 MONRP_50_4_5_4_90, SPEA2SC-512,17,100,629284.2542,13390.73975,0.542275581,0.060167874,100,0
 MONRP_50_4_5_4_90, NSGAIISC-4096,17,100,556945.8964,24458.1601,0.651008035,0.047962369,100,0
 MONRP_50_4_5_4_90, SPEA2SC-100,17,100,508920.6032,11221.83423,0.552737709,0.043324933,100,0
 MONRP_50_4_5_4_90, NSGAIISC-1024,17,100,149443.6601,5843.261125,0.650580467,0.044885538,100,0
 MONRP_50_4_5_4_90, NSGAIISC-100,17,100,506755.463,16629.44928,0.610275108,0.070604199,100,0
 MONRP_50_4_5_4_90, NSGAIISC-512,17,100,627247.6388,12748.32593,0.626152853,0.063711177,100,0
 MONRP_50_4_5_4_90, SPEA2SC-1024,17,100,148071.0688,4780.123675,0.57814739,0.035271205,100,0
 MONRP_50_4_5_4_90, NSGAIISC-2048,17,100,318728.7473,10579.2922,0.658854126,0.048968273,100,0
 MONRP_50_4_5_4_90, SPEA2-normal,17,100,196116.5544,3223.03125,0.572231924,0.039634964,100,0
 MONRP_50_4_5_4_90, SPEA2SC-8192,17,100,313713.5475,8986.53475,0.596802594,0.067437861,100,0
 MONRP_50_4_5_4_90, SPEA2SC-4096,17,100,549781.3759,17972.19145,0.559172599,0.041287278,100,0
 MONRP_50_4_5_4_90, SPEA2SC-2048,17,100,317333.1668,10272.19045,0.566333868,0.088218252,100,0
 MONRP_50_4_5_4_90, SPEA2SC-10000,17,100,333448.9757,13120.21225,0.561020008,0.037233158,100,0
 MONRP_50_4_5_4_90, NSGAIISC-10000,17,100,328896.063,6160.022225,0.645026156,0.042476468,100,0
 MONRP_50_4_5_4_110, NSGAII-normal,17,100,281403.3526,7735.842675,0.665548547,0.048349884,100,0
 MONRP_50_4_5_4_110, NSGAIISC-8192,17,100,320488.0911,9458.286725,0.643572337,0.049043784,100,0
 MONRP_50_4_5_4_110, SPEA2SC-512,17,100,189119.57,6176.852875,0.571597393,0.04633599,100,0
 MONRP_50_4_5_4_110, NSGAIISC-4096,17,100,257633.1329,9086.441625,0.654455862,0.056838607,100,0
 MONRP_50_4_5_4_110, SPEA2SC-100,17,100,330516.6361,11285.58775,0.563750794,0.05721718,100,0
 MONRP_50_4_5_4_110, NSGAIISC-1024,17,100,637270.9403,18094.4974,0.627578703,0.031137552,100,0
 MONRP_50_4_5_4_110, NSGAIISC-100,17,100,330133.6959,10379.5633,0.645903754,0.07177263,100,0
 MONRP_50_4_5_4_110, NSGAIISC-512,17,100,189758.1109,5889.615275,0.660383783,0.069264444,100,0
 MONRP_50_4_5_4_110, SPEA2SC-1024,17,100,642184.3126,23531.74338,0.555383195,0.065215956,100,0
 MONRP_50_4_5_4_110, NSGAIISC-2048,17,100,170413.2393,5736.979575,0.67332231,0.057747091,100,0
 MONRP_50_4_5_4_110, SPEA2-normal,17,100,282499.9785,3730.01885,0.571030286,0.044678388,100,0
 MONRP_50_4_5_4_110, SPEA2SC-8192,17,100,322208.1548,8626.6935,0.557831833,0.036548579,100,0
 MONRP_50_4_5_4_110, SPEA2SC-4096,17,100,256146.5158,7120.629425,0.564876541,0.039419203,100,0
 MONRP_50_4_5_4_110, SPEA2SC-2048,17,100,171950.5059,3619.74735,0.571075861,0.045568171,100,0
 MONRP_50_4_5_4_110, SPEA2SC-10000,17,100,678353.7517,22455.12475,0.544091293,0.072819685,100,0
 MONRP_50_4_5_4_110, NSGAIISC-10000,17,100,673489.3024,22027.57058,0.610789035,0.052490365,100,0
 POM3A, NSGAII-normal,18,100,1316940.315,6295.466375,0.694640856,0.071985428,100,0
 POM3A, NSGAIISC-8192,18,100,1315786.632,7828.76145,0.683258246,0.072174579,100,0
 POM3A, SPEA2SC-512,18,100,1316474.201,4941.023225,0.648482973,0.067311196,100,0
 POM3A, NSGAIISC-4096,18,100,1317165.007,4849.2282,0.664594923,0.072972889,100,0
 POM3A, SPEA2SC-100,18,100,1316142.877,5024.7036,0.650748487,0.07324679,100,0
 POM3A, NSGAIISC-1024,18,100,1318584.891,6355.55735,0.670513169,0.073513188,100,0
 POM3A, NSGAIISC-100,18,100,1317740.593,5985.325575,0.680293362,0.088007518,100,0
 POM3A, NSGAIISC-512,18,100,1317491.784,7723.94035,0.664384913,0.08316698,100,0
 POM3A, SPEA2SC-1024,18,100,1318157.833,3973.3062,0.657518048,0.07063352,100,0
 POM3A, NSGAIISC-2048,18,100,1318423.766,4624.400325,0.65203703,0.065018114,100,0
 POM3A, SPEA2-normal,18,100,1317573.552,4496.58245,0.682094877,0.065582035,100,0
 POM3A, SPEA2SC-8192,18,100,1315036.457,6127.138725,0.654515255,0.085716965,100,0
 POM3A, SPEA2SC-4096,18,100,1317894.056,5090.952075,0.649664283,0.058921818,100,0
 POM3A, SPEA2SC-2048,18,100,1316308.405,4383.12405,0.649893281,0.041212511,100,0
 POM3A, SPEA2SC-10000,18,100,1316136.365,5646.189525,0.678971675,0.061448373,100,0
 POM3A, NSGAIISC-10000,18,100,1317330.975,4797.40615,0.691688427,0.07517707,100,0
 POM3B, NSGAII-normal,18,100,1311452.939,6377.701325,0.650315441,0.052679454,100,0
 POM3B, NSGAIISC-8192,18,100,1307971.349,6862.202925,0.67648203,0.08512821,100,0
 POM3B, SPEA2SC-512,18,100,1311305.918,8378.016375,0.616592905,0.077247989,100,0
 POM3B, NSGAIISC-4096,18,100,1314661.705,8533.6877,0.673577712,0.073147688,100,0
 POM3B, SPEA2SC-100,18,100,1313611.882,10288.85715,0.649666352,0.036215846,100,0
 POM3B, NSGAIISC-1024,18,100,1313232.494,8466.022575,0.673372,0.094465479,100,0
 POM3B, NSGAIISC-100,18,100,1313013.664,7807.537075,0.656643498,0.065172251,100,0
 POM3B, NSGAIISC-512,18,100,1309893.947,12755.10308,0.666581291,0.079814165,100,0
 POM3B, SPEA2SC-1024,18,100,1312243.449,10134.93495,0.615398937,0.065284838,100,0
 POM3B, NSGAIISC-2048,18,100,1313940.587,9618.17775,0.713032043,0.109222189,100,0
 POM3B, SPEA2-normal,18,100,1310459.3,10458.23965,0.671875604,0.066791114,100,0
 POM3B, SPEA2SC-8192,18,100,1311651.899,8077.8592,0.632093779,0.066950753,100,0
 POM3B, SPEA2SC-4096,18,100,1310743.319,8253.05315,0.655987125,0.053830286,100,0
 POM3B, SPEA2SC-2048,18,100,1313860.638,6030.29595,0.637868544,0.059820062,100,0
 POM3B, SPEA2SC-10000,18,100,1309872.487,7400.122225,0.623622855,0.062629685,100,0
 POM3B, NSGAIISC-10000,18,100,1311967.395,7256.51165,0.691852757,0.080324871,100,0
 POM3C, NSGAII-normal,18,100,1095878.293,25640.95983,0.568327472,0.095850088,100,0
 POM3C, NSGAIISC-8192,18,100,1078042.945,59697.79798,0.564460776,0.06786129,100,0
 POM3C, SPEA2SC-512,18,100,1080707.972,29260.45303,0.63653844,0.05248175,100,0
 POM3C, NSGAIISC-4096,18,100,1081348.77,27445.13253,0.610194345,0.090112743,100,0
 POM3C, SPEA2SC-100,18,100,1072410.36,41696.39883,0.627837372,0.064154447,100,0
 POM3C, NSGAIISC-1024,18,100,1086837.3,25880.57163,0.631680558,0.067975683,100,0
 POM3C, NSGAIISC-100,18,100,1085817.559,32949.47615,0.557320035,0.074122024,100,0
 POM3C, NSGAIISC-512,18,100,1083772.054,25907.55093,0.564353394,0.091151311,100,0
 POM3C, SPEA2SC-1024,18,100,1092861.606,37166.9462,0.642177159,0.064822259,100,0
 POM3C, NSGAIISC-2048,18,100,1078121.26,32318.8558,0.541402799,0.091168907,100,0
 POM3C, SPEA2-normal,18,100,1091297.416,36054.42483,0.628193359,0.071162925,100,0
 POM3C, SPEA2SC-8192,18,100,1081942.011,22714.54543,0.628184732,0.080212711,100,0
 POM3C, SPEA2SC-4096,18,100,1084709.521,33022.19298,0.640482316,0.037130348,100,0
 POM3C, SPEA2SC-2048,18,100,1089256.658,44732.87043,0.651475796,0.077468724,100,0
 POM3C, SPEA2SC-10000,18,100,1086175.295,24129.84788,0.622408262,0.060786277,100,0
 POM3C, NSGAIISC-10000,18,100,1084581.531,26043.15823,0.617960727,0.135949262,100,0
 POM3D, NSGAII-normal,18,100,1311185.141,14300.35733,0.779250089,0.043992975,100,0
 POM3D, NSGAIISC-8192,18,100,1308494.687,20094.34755,0.839082249,0.100692375,100,0
 POM3D, SPEA2SC-512,18,100,1310213.252,14853.0301,0.80116569,0.095633751,100,0
 POM3D, NSGAIISC-4096,18,100,1313874.652,22742.10738,0.833243831,0.076771622,100,0
 POM3D, SPEA2SC-100,18,100,1310557.805,17511.00425,0.827373351,0.103434583,100,0
 POM3D, NSGAIISC-1024,18,100,1313202.898,14008.10573,0.82082661,0.081841181,100,0
 POM3D, NSGAIISC-100,18,100,1315643.824,21034.14488,0.818843289,0.113539102,100,0
 POM3D, NSGAIISC-512,18,100,1310374.293,15302.46045,0.806469243,0.06400097,100,0
 POM3D, SPEA2SC-1024,18,100,1311248.418,11740.09605,0.814538391,0.061969336,100,0
 POM3D, NSGAIISC-2048,18,100,1316592.792,12713.118,0.830427987,0.104825131,100,0
 POM3D, SPEA2-normal,18,100,1306238.398,13897.9492,0.784517499,0.083255861,100,0
 POM3D, SPEA2SC-8192,18,100,1312127.615,13943.20658,0.815700199,0.049458387,100,0
 POM3D, SPEA2SC-4096,18,100,1314379.395,12110.9473,0.79056357,0.077246692,100,0
 POM3D, SPEA2SC-2048,18,100,1305916.981,15432.79803,0.774339714,0.076214002,100,0
 POM3D, SPEA2SC-10000,18,100,1313347.51,19452.70638,0.814250884,0.116055879,100,0
 POM3D, NSGAIISC-10000,18,100,1314349.463,13548.09163,0.801356994,0.114994434,100,0
 xomo_flight, NSGAII-normal,18,100,141751594.6,1632486.692,0.720993364,0.058005924,100,0
 xomo_flight, NSGAIISC-8192,18,100,140876252.5,1507103.205,0.721048759,0.049645334,100,0
 xomo_flight, SPEA2SC-512,18,100,141429680.7,1171191.312,0.672854072,0.055354441,100,0
 xomo_flight, NSGAIISC-4096,18,100,141839964,1550222.965,0.736979761,0.055165389,100,0
 xomo_flight, SPEA2SC-100,18,100,141812838.7,1854137.776,0.71576159,0.065833989,100,0
 xomo_flight, NSGAIISC-1024,18,100,141605194.9,1398118.107,0.727745107,0.039681442,100,0
 xomo_flight, NSGAIISC-100,18,100,141498170.2,1645222.083,0.673676538,0.052374811,100,0
 xomo_flight, NSGAIISC-512,18,100,141915043.9,1596860.467,0.704252026,0.033613222,100,0
 xomo_flight, SPEA2SC-1024,18,100,141865713.5,2052096.874,0.691863143,0.054686922,100,0
 xomo_flight, NSGAIISC-2048,18,100,141721032.7,1514870.436,0.712199544,0.044679761,100,0
 xomo_flight, SPEA2-normal,18,100,141544237.7,1451391.786,0.675143583,0.048632181,100,0
 xomo_flight, SPEA2SC-8192,18,100,141769437.2,1303279.996,0.685372281,0.044853405,100,0
 xomo_flight, SPEA2SC-4096,18,100,141688269.5,2069551.347,0.679767866,0.037156991,100,0
 xomo_flight, SPEA2SC-2048,18,100,141972104.5,1980584.469,0.679868572,0.033337847,100,0
 xomo_flight, SPEA2SC-10000,18,100,141645334.2,1302261.967,0.704794264,0.04126233,100,0
 xomo_flight, NSGAIISC-10000,18,100,141969313.2,1226329.592,0.703259054,0.053775551,100,0
 xomo_all, NSGAII-normal,18,100,141659783,1027094.933,0.732737033,0.105613223,100,0
 xomo_all, NSGAIISC-8192,18,100,142280570.7,1477046.634,0.710232266,0.065029968,100,0
 xomo_all, SPEA2SC-512,18,100,142150737.5,1025464.182,0.69924942,0.030761563,100,0
 xomo_all, NSGAIISC-4096,18,100,141966903.4,1120424.546,0.723278542,0.040381806,100,0
 xomo_all, SPEA2SC-100,18,100,142235164.9,2197848.824,0.715516464,0.024405545,100,0
 xomo_all, NSGAIISC-1024,18,100,142362478.9,1600236.686,0.730859498,0.045582918,100,0
 xomo_all, NSGAIISC-100,18,100,141817441.9,1881618.045,0.735515615,0.06156502,100,0
 xomo_all, NSGAIISC-512,18,100,142476457.5,1756751.674,0.700152615,0.085734118,100,0
 xomo_all, SPEA2SC-1024,18,100,141942797,1252349.847,0.724775344,0.055136044,100,0
 xomo_all, NSGAIISC-2048,18,100,141780638.8,1280957.175,0.730470487,0.058785817,100,0
 xomo_all, SPEA2-normal,18,100,142509182.5,1287377.868,0.7139789,0.066280531,100,0
 xomo_all, SPEA2SC-8192,18,100,142640243.2,2154988.588,0.715752926,0.046084494,100,0
 xomo_all, SPEA2SC-4096,18,100,142068404.8,1285830.586,0.702531937,0.040779053,100,0
 xomo_all, SPEA2SC-2048,18,100,142824835.7,1334834.878,0.703398868,0.040535821,100,0
 xomo_all, SPEA2SC-10000,18,100,142533323.5,1114383.046,0.688246394,0.021991209,100,0
 xomo_all, NSGAIISC-10000,18,100,141738765,1409133.319,0.734656487,0.059819671,100,0
 xomo_ground, NSGAII-normal,18,100,141974504.5,1388346.599,0.688744888,0.038012322,100,0
 xomo_ground, NSGAIISC-8192,18,100,141657949.7,1856637.82,0.718155751,0.049475406,100,0
 xomo_ground, SPEA2SC-512,18,100,141747756.9,2005067.952,0.679319397,0.031125599,100,0
 xomo_ground, NSGAIISC-4096,18,100,141957784.4,1400325,0.743991221,0.074962442,100,0
 xomo_ground, SPEA2SC-100,18,100,142711579.9,1550223.811,0.682843508,0.075861163,100,0
 xomo_ground, NSGAIISC-1024,18,100,141433840,1859972.199,0.709044629,0.084873095,100,0
 xomo_ground, NSGAIISC-100,18,100,141671855.5,1783252.155,0.709296127,0.048687042,100,0
 xomo_ground, NSGAIISC-512,18,100,142452063.2,1294538.026,0.699140387,0.063092665,100,0
 xomo_ground, SPEA2SC-1024,18,100,142165588.6,1707012.41,0.677402169,0.047187739,100,0
 xomo_ground, NSGAIISC-2048,18,100,142297209.5,1281155.752,0.728398568,0.058846447,100,0
 xomo_ground, SPEA2-normal,18,100,142145266.4,1955208.422,0.690038635,0.054106741,100,0
 xomo_ground, SPEA2SC-8192,18,100,142670459.3,1513988.457,0.67830032,0.027751786,100,0
 xomo_ground, SPEA2SC-4096,18,100,142133529.3,1068842.363,0.690366162,0.060429138,100,0
 xomo_ground, SPEA2SC-2048,18,100,141956850.6,2438940.962,0.702475271,0.067173599,100,0
 xomo_ground, SPEA2SC-10000,18,100,141723265.4,1327687.577,0.715124471,0.056476513,100,0
 xomo_ground, NSGAIISC-10000,18,100,141508541.1,1179432.238,0.715202783,0.073842917,100,0
 xomo_osp, NSGAII-normal,18,100,141852102.1,1545650.6,0.72093591,0.048395867,100,0
 xomo_osp, NSGAIISC-8192,18,100,141732785.1,1040855.83,0.709420602,0.034974615,100,0
 xomo_osp, SPEA2SC-512,18,100,141895597.9,1453806.021,0.709677438,0.04387631,100,0
 xomo_osp, NSGAIISC-4096,18,100,141965321.7,1263333.591,0.709081674,0.047486046,100,0
 xomo_osp, SPEA2SC-100,18,100,141484465,1643180.606,0.694183679,0.047461959,100,0
 xomo_osp, NSGAIISC-1024,18,100,142341509.2,2229307.812,0.708757966,0.084786588,100,0
 xomo_osp, NSGAIISC-100,18,100,141793136.4,2278709.064,0.738227733,0.070476324,100,0
 xomo_osp, NSGAIISC-512,18,100,142055108.5,1367171.019,0.7178408,0.066921625,100,0
 xomo_osp, SPEA2SC-1024,18,100,142326573.1,1532652.519,0.701361049,0.048453824,100,0
 xomo_osp, NSGAIISC-2048,18,100,142607046.2,2150232.695,0.728953163,0.038823558,100,0
 xomo_osp, SPEA2-normal,18,100,141942308.2,1422632.125,0.711237682,0.044906738,100,0
 xomo_osp, SPEA2SC-8192,18,100,142336430.7,1106584.459,0.701474517,0.055638506,100,0
 xomo_osp, SPEA2SC-4096,18,100,142325080.8,1796142.763,0.704236186,0.055038536,100,0
 xomo_osp, SPEA2SC-2048,18,100,142593317.5,1817227.121,0.700327258,0.032128553,100,0
 xomo_osp, SPEA2SC-10000,18,100,142246121.2,1952661.796,0.707235733,0.045796527,100,0
 xomo_osp, NSGAIISC-10000,18,100,141906862.1,1359551.817,0.732089414,0.059030666,100,0
 xomoo2, NSGAII-normal,18,100,140660106.4,1686720.073,0.723283027,0.047949915,100,0
 xomoo2, NSGAIISC-8192,18,100,141553568.3,1164658.9,0.727615302,0.086424247,100,0
 xomoo2, SPEA2SC-512,18,100,140790457.1,1389043.793,0.699018188,0.035179045,100,0
 xomoo2, NSGAIISC-4096,18,100,140692532.2,1318731.546,0.737088733,0.067222902,100,0
 xomoo2, SPEA2SC-100,18,100,140961329.6,1048745.835,0.708616741,0.072849125,100,0
 xomoo2, NSGAIISC-1024,18,100,140899374.5,1233035.805,0.724296835,0.038606647,100,0
 xomoo2, NSGAIISC-100,18,100,141161836,1604077.173,0.684535916,0.053661867,100,0
 xomoo2, NSGAIISC-512,18,100,140658574.7,1026089.506,0.727760357,0.08493994,100,0
 xomoo2, SPEA2SC-1024,18,100,141145948.5,1603759.056,0.70128028,0.043173147,100,0
 xomoo2, NSGAIISC-2048,18,100,141083166.4,1672360.102,0.714977237,0.060233699,100,0
 xomoo2, SPEA2-normal,18,100,141357804,1813166.464,0.695793104,0.056318257,100,0
 xomoo2, SPEA2SC-8192,18,100,140697318.4,1752897.052,0.68575919,0.045587881,100,0
 xomoo2, SPEA2SC-4096,18,100,141230447.9,1977243.269,0.681494402,0.059913752,100,0
 xomoo2, SPEA2SC-2048,18,100,141443078.8,1414563.946,0.71699905,0.045953502,100,0
 xomoo2, SPEA2SC-10000,18,100,140979140,1194723.904,0.692879905,0.050006102,100,0
 xomoo2, NSGAIISC-10000,18,100,141087257.6,1102612.568,0.718349927,0.051573815,100,0
 MONRP_50_4_5_0_90, NSGAII-normal,18,100,501527.2689,11079.40478,0.648701422,0.043270626,100,0
 MONRP_50_4_5_0_90, NSGAIISC-8192,18,100,591073.0906,13706.1125,0.654066846,0.044796038,100,0
 MONRP_50_4_5_0_90, SPEA2SC-512,18,100,633155.2095,22067.44493,0.543277065,0.045849988,100,0
 MONRP_50_4_5_0_90, NSGAIISC-4096,18,100,175070.9973,8701.893775,0.656987758,0.039262373,100,0
 MONRP_50_4_5_0_90, SPEA2SC-100,18,100,268142.3217,7678.22865,0.577501648,0.053020135,100,0
 MONRP_50_4_5_0_90, NSGAIISC-1024,18,100,526684.0465,11280.3055,0.659580598,0.062265455,100,0
 MONRP_50_4_5_0_90, NSGAIISC-100,18,100,266824.3895,8546.492525,0.646829989,0.059784077,100,0
 MONRP_50_4_5_0_90, NSGAIISC-512,18,100,640303.8921,30979.0623,0.611950282,0.059845217,100,0
 MONRP_50_4_5_0_90, SPEA2SC-1024,18,100,522300.3567,10325.08503,0.543120094,0.041938274,100,0
 MONRP_50_4_5_0_90, NSGAIISC-2048,18,100,378407.0061,9021.5297,0.670403042,0.071724391,100,0
 MONRP_50_4_5_0_90, SPEA2-normal,18,100,505274.2759,18557.31198,0.54343693,0.044273615,100,0
 MONRP_50_4_5_0_90, SPEA2SC-8192,18,100,591296.5765,14705.353,0.547779315,0.043350726,100,0
 MONRP_50_4_5_0_90, SPEA2SC-4096,18,100,172814.2523,5387.071325,0.56622714,0.069550923,100,0
 MONRP_50_4_5_0_90, SPEA2SC-2048,18,100,379871.9006,11414.7075,0.56678857,0.060112144,100,0
 MONRP_50_4_5_0_90, SPEA2SC-10000,18,100,528716.6504,22161.22368,0.553045754,0.035991802,100,0
 MONRP_50_4_5_0_90, NSGAIISC-10000,18,100,533212.5417,16062.17855,0.652084722,0.03651275,100,0
 MONRP_50_4_5_0_110, NSGAII-normal,18,100,595850.2554,12151.50318,0.633373609,0.068746001,100,0
 MONRP_50_4_5_0_110, NSGAIISC-8192,18,100,632474.1789,15574.0445,0.621660217,0.058398813,100,0
 MONRP_50_4_5_0_110, SPEA2SC-512,18,100,540137.2797,19042.67408,0.55378184,0.022121439,100,0
 MONRP_50_4_5_0_110, NSGAIISC-4096,18,100,179765.7134,5985.086575,0.65641148,0.06007001,100,0
 MONRP_50_4_5_0_110, SPEA2SC-100,18,100,447916.962,17363.28323,0.562797671,0.053106949,100,0
 MONRP_50_4_5_0_110, NSGAIISC-1024,18,100,524006.3205,10847.7501,0.648698655,0.062119343,100,0
 MONRP_50_4_5_0_110, NSGAIISC-100,18,100,449380.1488,10956.5549,0.634653751,0.065196019,100,0
 MONRP_50_4_5_0_110, NSGAIISC-512,18,100,542319.0703,13855.28123,0.644174104,0.07884577,100,0
 MONRP_50_4_5_0_110, SPEA2SC-1024,18,100,529156.3135,11842.91945,0.549145876,0.04560534,100,0
 MONRP_50_4_5_0_110, NSGAIISC-2048,18,100,502952.3237,18253.34335,0.645272404,0.027958444,100,0
 MONRP_50_4_5_0_110, SPEA2-normal,18,100,585775.9284,16902.69535,0.517726429,0.07158319,100,0
 MONRP_50_4_5_0_110, SPEA2SC-8192,18,100,629160.1701,25688.3766,0.568143932,0.071695985,100,0
 MONRP_50_4_5_0_110, SPEA2SC-4096,18,100,180134.0256,8580.963025,0.555923771,0.032914123,100,0
 MONRP_50_4_5_0_110, SPEA2SC-2048,18,100,500150.8085,13514.71183,0.542296241,0.062553586,100,0
 MONRP_50_4_5_0_110, SPEA2SC-10000,18,100,257539.8399,6715.180875,0.57464589,0.047195676,100,0
 MONRP_50_4_5_0_110, NSGAIISC-10000,18,100,255746.5319,7389.546575,0.65132093,0.059164009,100,0
 MONRP_50_4_5_4_90, NSGAII-normal,18,100,197687.0599,4097.428875,0.648248554,0.061783613,100,0
 MONRP_50_4_5_4_90, NSGAIISC-8192,18,100,322070.1576,7426.189275,0.657743362,0.055595968,100,0
 MONRP_50_4_5_4_90, SPEA2SC-512,18,100,633952.4338,14791.6119,0.546405421,0.049755328,100,0
 MONRP_50_4_5_4_90, NSGAIISC-4096,18,100,561805.6916,25999.90738,0.638668414,0.061988312,100,0
 MONRP_50_4_5_4_90, SPEA2SC-100,18,100,512931.6299,13438.26673,0.556855054,0.041456301,100,0
 MONRP_50_4_5_4_90, NSGAIISC-1024,18,100,151010.0547,4602.832375,0.67581221,0.061103857,100,0
 MONRP_50_4_5_4_90, NSGAIISC-100,18,100,511775.4854,11794.66898,0.645567925,0.059230184,100,0
 MONRP_50_4_5_4_90, NSGAIISC-512,18,100,632898.2727,13121.92023,0.63372603,0.04145021,100,0
 MONRP_50_4_5_4_90, SPEA2SC-1024,18,100,150043.9754,5489.739825,0.574205471,0.036409012,100,0
 MONRP_50_4_5_4_90, NSGAIISC-2048,18,100,323058.0061,8880.716575,0.650628711,0.044471964,100,0
 MONRP_50_4_5_4_90, SPEA2-normal,18,100,197058.4094,4137.7358,0.55692391,0.029826707,100,0
